Credit Name,State,sale_year,Underlying Moodys Rating,Fiscal Year End,Cash & Short-Term Investments (GF),Deferred Rev (GF),Total Liabilities (GF),Unassigned Fund Balance (GF),Total Fund Balance (GF),General Fund Rev,General Fund Exp,Total Taxable Assessed Value,Total Assessed Value,Current Debt Service (all Gov funds),Current Portion GO Debt (Gov),Current Portion Long-Term Debt (Gov),Short-Term Debt (Gov),Long-Term Debt (Gov),"Invested in Capital Assets, net of related debt (Gov)",Total Restricted Net Assets (Gov),Unrestricted Net Assets (Gov),Total Net Assets (Gov),Operating Grants & Contributions (Gov),Total Rev (Gov),Total Exp (Gov),Revenue Over Expense (Gov),Change in Net Assets (Gov),Total Pension Liability (EOY),Total Pension Expense,Population,Total Primary Government Expenses,moodys_ratings_num,short_run_pos,liquidity,net_assets_prev_year,net_asset_growth,operating_margin,own_source_rev,debt_burden,coverage,net_invest_prev_year,cap_asset_condition
Alpharetta,GA,2022,Aaa,2019-06-30,28859,0.0,4691,22289.0,27826,70242.0,59000.0,5376078.0,5943166.0,7526.0,3175.0,3867.0,0.0,115876.0,214288.0,31734.0,24935.0,270957.0,658.0,103662.0,92314.0,11348.0,14770.0,89591.0,3344.0,66348,96541.0,12,0.317317274565075,6.151993178426775,246782.0,0.05985039427510921,-0.10947116590457448,0.006347552622947657,1.746488213661301,0.08152609571679269,215677.0,0.993559813981092
Ames,IA,2022,Aa1,2019-06-30,11511,0.0,20150,12120.0,12763,25964.0,31704.0,2952227.0,2954514.0,10983.0,8588.0,8588.0,0.0,53425.0,144731.0,22260.0,3347.0,170338.0,8951.0,59720.0,57142.0,2578.0,5781.0,0.0,0.0,65994,345684.0,11,0.4668001848713603,0.5712655086848635,175301.0,0.03297756430368338,-0.04316811788345613,0.14988278633623578,0.8095432918144073,0.19220538308074622,148292.0,0.9759865670434008
Ames,IA,2022,Aa1,2018-06-30,10477,0.0,18997,10825.0,11642,24417.0,31694.0,2733677.0,2736000.0,10725.0,8793.0,8793.0,0.0,54539.0,141703.0,21715.0,1139.0,164557.0,8546.0,58724.0,54988.0,3736.0,5417.0,0.0,0.0,66338,341669.0,11,0.4433386574927305,0.5515081328630836,170338.0,0.03180147706325071,-0.06361964443838976,0.14552823377154145,0.822138141035304,0.19504255473921583,144731.0,0.9790784282565587
Ames,IA,2022,Aa1,2015-06-30,9807,0.0,16722,10332.0,10719,22280.0,28024.0,2356554.0,2359161.0,9130.0,7191.0,7191.0,0.0,54700.0,120231.0,19526.0,-2573.0,137184.0,7173.0,50500.0,44947.0,5553.0,7303.0,0.0,0.0,64830,299973.0,11,0.46373429084380613,0.5864729099390025,164557.0,0.04437975898928639,-0.10996039603960396,0.14203960396039603,0.8437451797007558,0.20312812868489555,141703.0,0.8484718037021094
Ames,IA,2022,Aa1,2016-06-30,10846,0.0,17329,11138.0,12005,22891.0,28385.0,2448665.0,2451180.0,15139.0,8174.0,8174.0,0.0,58086.0,129470.0,19116.0,871.0,149457.0,8522.0,52810.0,47346.0,5464.0,12273.0,0.0,0.0,65753,312627.0,11,0.4865667729675418,0.6258872410410294,137184.0,0.08946378586424072,-0.10346525279303162,0.1613709524711229,0.8833969552720028,0.31975246060913276,120231.0,1.0768437424624264
Ames,IA,2022,Aa1,2021-06-30,13520,0.0,23563,14843.0,15590,27835.0,32466.0,3191402.0,3193530.0,20143.0,8391.0,8391.0,0.0,56540.0,163993.0,26518.0,1614.0,192125.0,12952.0,65744.0,58054.0,7690.0,16824.0,0.0,0.0,66427,364068.0,11,0.5332495060176038,0.5737809277256716,149457.0,0.11256749432947269,-0.11696884886833779,0.197006570941835,0.851159919912084,0.34697006235573774,129470.0,1.2666486444736231
Ames,IA,2022,Aa1,2017-06-30,11369,0.0,18493,11271.0,12252,23649.0,29984.0,2615598.0,2617948.0,12546.0,8584.0,8584.0,0.0,56403.0,137633.0,20843.0,783.0,159259.0,8681.0,53999.0,50395.0,3604.0,9802.0,0.0,0.0,65988,328249.0,11,0.4765952048712419,0.6147731574109122,192125.0,0.051018867924528304,-0.06674197670327228,0.16076223633770995,0.8547463175122749,0.2489532691735291,163993.0,0.8392614318903856
Annapolis,MD,2022,Aa1,2021-06-30,26323,0.0,5102,15024.0,31664,79979.0,75738.0,7560014.0,7560014.0,7755.0,6119.0,6757.0,0.0,59900.0,69000.0,3652.0,-56074.0,16578.0,8914.0,89003.0,78177.0,10826.0,12188.0,241499.0,668.0,40812,102452.0,11,0.18784931044399156,5.159349274794199,5355.0,2.276003734827264,-0.12163634933653922,0.10015392739570576,1.4677055767911398,0.09919797382861967,55199.0,1.2500226453377778
Annapolis,MD,2022,Aa1,2020-06-30,28123,65.0,6693,14284.0,29056,78765.0,74515.0,7284461.0,7284461.0,9562.0,6007.0,6642.0,0.0,66629.0,58796.0,12193.0,-66598.0,4391.0,4792.0,84675.0,86204.0,-1529.0,-964.0,227204.0,8635.0,39281,113484.0,11,0.18134958420618294,4.243059746529873,16578.0,-0.05814935456629268,0.018057277826985532,0.05659285503395335,1.696214454825488,0.11092292701034755,69000.0,0.8521159420289856
Apple Valley,MN,2022,Aaa,2017-12-31,15908,0.0,1559,16352.0,17337,32200.0,27274.0,53655.0,52809.0,4365.0,1100.0,1100.0,0.0,13700.0,99642.0,15364.0,24293.0,139299.0,1082.0,35999.0,36303.0,-304.0,4818.0,5791.0,245.0,52436,59722.0,12,0.5078260869565218,10.203976908274536,134481.0,0.035826622348138396,0.008444679018861635,0.030056390455290426,0.26127088259974063,0.12023799685976366,93945.0,1.0606418649209644
Apple Valley,MN,2022,Aaa,2018-12-31,16206,0.0,1288,17052.0,17641,32630.0,28700.0,58156.0,57270.0,1445.0,1180.0,1180.0,0.0,12472.0,83981.0,15352.0,28467.0,127800.0,1985.0,39516.0,37132.0,2384.0,7443.0,5947.0,15.0,54127,59331.0,12,0.5225865767698437,12.582298136645962,139299.0,0.05343182650270282,-0.060329992914262574,0.05023281708674967,0.23042104679734698,0.038915221372401165,99642.0,0.8428273218120873
Apple Valley,MN,2022,Aaa,2019-12-31,17098,0.0,1500,17392.0,18046,32602.0,29553.0,63470.0,62865.0,1498.0,1245.0,1245.0,0.0,11178.0,92371.0,16777.0,29564.0,138712.0,1400.0,39679.0,37661.0,2018.0,10913.0,6577.0,378.0,55202,60915.0,12,0.5334642046500214,11.398666666666667,127800.0,0.08539123630672926,-0.050858136545779885,0.0352831472567353,0.20249266330930038,0.03977589548870184,83981.0,1.0999035496124123
Apple Valley,MN,2022,Aaa,2015-12-31,14299,0.0,1267,15321.0,16092,29052.0,24928.0,48732.0,48087.0,4676.0,2650.0,2650.0,0.0,30247.0,86665.0,16542.0,26805.0,130012.0,771.0,33405.0,32552.0,853.0,11453.0,6490.0,492.0,50967,52844.0,12,0.5273647253201157,11.285714285714286,138712.0,0.08256675702174289,-0.025535099535997606,0.023080377189043558,0.5934624364785057,0.1436470877365446,92371.0,0.938227365731669
Apple Valley,MN,2022,Aaa,2020-12-31,18017,0.0,1615,18584.0,19188,36396.0,28960.0,67808.0,67204.0,1537.0,1025.0,1025.0,0.0,10104.0,100646.0,17392.0,34627.0,152665.0,901.0,42652.0,37471.0,5181.0,13953.0,6535.0,41.0,56374,62284.0,12,0.5106055610506649,11.156037151702787,130012.0,0.10732086268959788,-0.12147144330863735,0.02112444902935384,0.1792315606485259,0.04101838755304102,86665.0,1.1613223331217908
Appleton,WI,2022,Aa1,2015-12-31,17961,0.0,49590,11429.0,31600,55988.0,58083.0,4533956.0,4696661.0,5963.0,4050.0,4065.0,0.0,27540.0,317294.0,16723.0,37653.0,371670.0,4759.0,71914.0,72489.0,-575.0,5919.0,0.0,0.0,74085,118166.0,11,0.20413302850610845,0.3621899576527526,402706.0,0.014698067572869537,0.00799566148455099,0.06617626609561421,0.37173516906256326,0.08226075680448068,356166.0,0.8908598799436218
Appleton,WI,2022,Aa1,2020-12-31,53111,0.0,46572,18118.0,39429,62309.0,59098.0,5619528.0,5855357.0,9922.0,9627.0,9662.0,0.0,69350.0,314848.0,19402.0,35862.0,370112.0,9513.0,85582.0,81528.0,4054.0,7576.0,0.0,0.0,75644,127771.0,11,0.2907766133303375,1.1404062526840162,371670.0,0.02038367368902521,-0.04736977401790096,0.11115655161132014,0.9167944582518112,0.12170052006672555,317294.0,0.9922910612870083
Appleton,WI,2022,Aa1,2018-12-31,24957,0.0,47976,9738.0,31650,58912.0,60921.0,5033844.0,5222924.0,8629.0,7693.0,7718.0,0.0,52348.0,319649.0,19443.0,27570.0,366662.0,5942.0,75321.0,113088.0,-37767.0,-33969.0,0.0,0.0,74358,158901.0,11,0.16529739272134708,0.5201975987993998,370112.0,-0.09178032595538647,0.5014139483012705,0.0788890216539876,0.7039995696495334,0.07630340973401245,314848.0,1.0152486279093405
Appleton,WI,2022,Aa1,2016-12-31,23897,0.0,49222,10374.0,31581,56380.0,59209.0,4664888.0,4816755.0,5803.0,5595.0,5610.0,0.0,42291.0,337111.0,10875.0,26629.0,374615.0,5544.0,73992.0,74657.0,-665.0,2945.0,0.0,0.0,74336,120964.0,11,0.18400141894288755,0.48549429117061477,366662.0,0.008031920406259717,0.008987458103578766,0.07492701913720402,0.5689168101592768,0.0777288131052681,319649.0,1.0546286708233092
Appleton,WI,2022,Aa1,2019-12-31,46155,0.0,46850,12127.0,33808,61062.0,61645.0,5210010.0,5443435.0,9440.0,8097.0,8133.0,0.0,63150.0,315259.0,12913.0,34364.0,362536.0,6946.0,81232.0,88098.0,-6866.0,-4126.0,0.0,0.0,74051,135446.0,11,0.1986014215060103,0.9851654215581643,374615.0,-0.011013974346996249,0.08452334055544614,0.08550817411857396,0.852790644285695,0.10715339735294785,337111.0,0.935178620691701
Atlanta,GA,2022,Aa1,2017-06-30,204729,45.0,88513,138396.0,200082,572908.0,597180.0,25562837.0,28289762.0,82681.0,28850.0,97226.0,0.0,1327282.0,86340.0,744874.0,-1370094.0,-538880.0,73217.0,1044346.0,1046934.0,-2588.0,-37084.0,4094910.0,116118.0,479590,2238480.0,11,0.24156758153141517,2.31415879187955,-621734.0,0.05964608659008515,0.0024781059150894434,0.0701079910297928,2.7675347692820953,0.07897441481506953,253197.0,0.3409993009395846
Atlanta,GA,2022,Aa1,2019-06-30,139890,33.0,78127,128158.0,194212,619009.0,608296.0,32428153.0,35093327.0,171930.0,32325.0,107155.0,0.0,1210049.0,59923.0,775513.0,-1729573.0,-894137.0,54924.0,1095273.0,927375.0,167898.0,189464.0,4249697.0,69146.0,498772,2156985.0,11,0.20703737748562623,1.791302788946654,-538880.0,-0.35158847980997626,-0.15329328852258753,0.05014640185597563,2.426056394504904,0.1853942579862515,86340.0,0.6940352096363215
Atlanta,GA,2022,Aa1,2018-06-30,155214,23.0,84030,132065.0,178880,587811.0,615510.0,26715261.0,29701183.0,131282.0,30470.0,75076.0,0.0,1383401.0,156421.0,785519.0,-2025541.0,-1083601.0,65388.0,1001814.0,1003421.0,-1607.0,59177.0,4232983.0,102438.0,492121,2208932.0,11,0.2246725563148699,1.8476317449736332,-894137.0,-0.0661833701099496,0.0016040901804127313,0.06526960094388778,2.811099302813739,0.13083441546469526,59923.0,2.6103666371843866
Atlanta,GA,2022,Aa1,2016-06-30,138119,64.0,96411,130169.0,153149,530310.0,545822.0,24963621.0,27837673.0,127098.0,11600.0,61832.0,0.0,1280513.0,6564.0,638322.0,-1146682.0,-501796.0,61369.0,974087.0,835747.0,138340.0,22570.0,4021810.0,69762.0,468573,2015911.0,11,0.24545831683355018,1.4335578689528474,-1083601.0,-0.020828699862772367,-0.14202016862970146,0.0630015594089645,2.732792969291871,0.15207712381857189,156421.0,0.0419636749541302
Atlanta,GA,2022,Aa1,2015-06-30,170698,35.0,111673,141254.0,151014,517066.0,500124.0,22476945.0,25076619.0,123702.0,17945.0,63081.0,0.0,1353116.0,-292446.0,666871.0,-898791.0,-524366.0,51070.0,918890.0,954295.0,-35405.0,-76595.0,3949702.0,82771.0,461358,2113683.0,11,0.2731836941512302,1.529031333416937,-501796.0,0.15264171097418075,0.03853018315576402,0.05557792554059789,2.9328980964890605,0.12962658297486626,6564.0,-44.553016453382085
Atlanta,GA,2022,Aa1,2021-06-30,22999,0.0,70908,113639.0,187038,635182.0,613082.0,35008129.0,41133154.0,114989.0,31890.0,91776.0,0.0,1015191.0,337961.0,982164.0,-1715352.0,-395227.0,126556.0,1144472.0,950728.0,193744.0,226723.0,4435719.0,89833.0,498715,2193181.0,11,0.17890777761334548,0.32434986179274555,-524366.0,-0.43237547819652683,-0.1692867977547725,0.11058025010659937,2.035613526763783,0.12094836798747907,-292446.0,-1.1556355703275134
Auburn,AL,2022,Aa2,2016-09-30,39694,3589.0,8832,24486.0,49395,83428.0,77728.0,847046.0,986446.0,18267.0,9874.0,10052.0,0.0,177880.0,149545.0,67163.0,-160133.0,56575.0,2342.0,102108.0,125165.0,-23057.0,-18715.0,91102.0,183.0,61809,137932.0,10,0.29349858560675074,7.570856379935152,98810.0,-0.18940390648719765,0.2258099267442316,0.022936498609315625,2.877898040738404,0.14594335477170137,204319.0,0.7319192047729286
Auburn,AL,2022,Aa2,2015-09-30,36675,3721.0,8647,22329.0,44315,77810.0,70648.0,805249.0,937738.0,17502.0,10846.0,11024.0,0.0,188548.0,118307.0,92735.0,-156555.0,54487.0,2354.0,96290.0,82830.0,13460.0,15773.0,86896.0,-322.0,60414,95583.0,10,0.2869682560082252,7.445188794153472,56575.0,0.2787980556783031,-0.13978606293488421,0.02444698307197009,3.1209322342503394,0.21130025353132922,149545.0,0.791113042896787
Auburn,AL,2022,Aa2,2018-09-30,42077,3583.0,7405,31203.0,52413,91676.0,89447.0,970606.0,1136719.0,18312.0,9699.0,9879.0,0.0,207513.0,187712.0,37760.0,-155137.0,70335.0,2641.0,113370.0,106665.0,6705.0,14121.0,105847.0,696.0,64039,120984.0,10,0.3403617086260308,11.00915750915751,54487.0,0.2591627360654835,-0.059142630325482934,0.023295404427979182,3.2404159965021315,0.1716776824637885,118307.0,1.5866516774155375
Auburn,AL,2022,Aa2,2017-09-30,40150,3395.0,8560,31873.0,47689,86882.0,88941.0,897035.0,1044638.0,17418.0,10410.0,10589.0,0.0,184692.0,172516.0,47557.0,-161544.0,58529.0,2308.0,105470.0,114693.0,-9223.0,1954.0,100477.0,844.0,62854,127976.0,10,0.3668538937869754,7.7734753146176185,70335.0,0.02778133219591953,0.08744666729875794,0.021882999905186308,2.938428739618799,0.15186628652140932,187712.0,0.9190461984316399
Auburn,AL,2022,Aa2,2020-09-30,54838,3147.0,7691,29721.0,65875,103358.0,94707.0,1166843.0,1342381.0,18902.0,11901.0,12080.0,0.0,241208.0,219751.0,57673.0,-174069.0,103355.0,6922.0,131938.0,133839.0,-1901.0,4545.0,118912.0,1316.0,66441,148066.0,10,0.28755393873720464,12.068221830985916,58529.0,0.07765381263988792,0.014408282678227653,0.05246403613818612,3.6304089342424106,0.14122938754772527,172516.0,1.2738006909504045
Auburn,NY,2022,A2,2019-06-30,12610,3689.0,11989,4586.0,6401,35938.0,34600.0,1051362.0,1051362.0,7903.0,4815.0,5378.0,21017.0,34859.0,107829.0,0.0,-49524.0,58305.0,1731.0,50421.0,54460.0,-4039.0,10021.0,0.0,0.0,26482,57642.0,7,0.12760865935778284,1.5192771084337349,103355.0,0.09695708964249432,0.08010551159239206,0.0343309335395966,1.316328071897893,0.14511568123393317,219751.0,0.49068718686149326
Auburn,NY,2022,A2,2021-06-30,13066,4298.0,15639,4876.0,6451,36439.0,36956.0,1047957.0,1047957.0,8001.0,5124.0,5726.0,35178.0,27998.0,121882.0,1110.0,-66160.0,56832.0,2530.0,51922.0,58705.0,-6783.0,2715.0,0.0,0.0,26866,63017.0,7,0.13381267323472104,1.1521029891543955,58305.0,0.04656547465912014,0.1306382650899426,0.04872693655868418,1.0421350405717265,0.13629162762967378,107829.0,1.1303267210119727
Auburn,NY,2022,A2,2020-06-30,10414,2750.0,12122,4288.0,6855,36728.0,36588.0,1046290.0,1046290.0,8139.0,4957.0,5540.0,25309.0,30805.0,120328.0,0.0,-62729.0,57599.0,2418.0,54961.0,62528.0,-7567.0,-705.0,0.0,0.0,26127,65494.0,7,0.11675016336310172,1.111182244985062,56832.0,-0.012404983108108109,0.13767944542493768,0.04399483269955059,1.1790484938952042,0.1301656857727738,121882.0,0.9872499630790437
Auburn,NY,2022,A2,2017-06-30,11231,3689.0,12422,4704.0,6268,32301.0,31265.0,986870.0,986870.0,7077.0,4641.0,5216.0,20404.0,32505.0,79954.0,440.0,2345.0,82739.0,1672.0,48781.0,48280.0,501.0,4086.0,0.0,0.0,26765,52754.0,7,0.14563016624872294,1.2860414519638155,57599.0,0.07093873157520096,-0.01027039216088231,0.03427564010577889,1.2144591817672332,0.1465824357912179,120328.0,0.664467123196596
Auburn,NY,2022,A2,2015-06-30,12125,3689.0,13400,3797.0,5738,32445.0,31347.0,981351.0,981351.0,6946.0,3883.0,4559.0,27227.0,33738.0,75078.0,9.0,2348.0,77435.0,1318.0,44762.0,44022.0,740.0,4075.0,0.0,0.0,27063,47629.0,7,0.11702881799969178,1.248584079909381,82739.0,0.049251259986221735,-0.01653187971940485,0.029444618202939993,1.2466467132246979,0.15778474399164055,79954.0,0.9390149335868124
Auburn,NY,2022,A2,2016-06-30,10641,3689.0,13301,4108.0,5807,32795.0,30613.0,987868.0,987868.0,7068.0,4161.0,4847.0,25867.0,33139.0,74596.0,633.0,3423.0,78652.0,1463.0,44094.0,46508.0,-2414.0,786.0,0.0,0.0,27009,50437.0,7,0.12526299740814148,1.1070536828963795,77435.0,0.010150448763479047,0.054746677552501476,0.033179117340227694,1.226961383242623,0.15197385396060892,75078.0,0.9935800101228056
Auburn,NY,2022,A2,2018-06-30,11377,3689.0,12056,4068.0,5346,33026.0,33233.0,992689.0,992689.0,7321.0,4469.0,5014.0,18514.0,30484.0,91831.0,0.0,-44706.0,47125.0,1831.0,49801.0,50689.0,-888.0,7912.0,0.0,0.0,26642,54129.0,7,0.12317567976745594,1.3597466236404925,78652.0,0.10059502619132381,0.01783096724965362,0.03676632999337363,1.144208392763306,0.14442975793564677,74596.0,1.2310445600300284
Babylon Town,NY,2022,Aaa,2018-12-31,62117,801.0,40833,30692.0,54061,59900.0,55813.0,244603.0,244603.0,21879.0,15225.0,15412.0,0.0,155213.0,131471.0,4666.0,-132904.0,3233.0,16568.0,173460.0,182094.0,-8634.0,3337.0,24596.0,1105.0,210762,182600.0,12,0.5123873121869783,1.551683653077538,20613.0,0.16188812885072526,0.04977516430300934,0.09551481609592989,0.736437308433209,0.12015222906850308,144347.0,0.9107982846889786
Babylon Town,NY,2022,Aaa,2019-12-31,48936,534.0,40713,32106.0,57921,60810.0,55715.0,245775.0,245775.0,20570.0,15689.0,15883.0,0.0,154040.0,142366.0,5540.0,-121553.0,26353.0,15880.0,173686.0,161744.0,11942.0,23121.0,25622.0,1204.0,210377,162253.0,12,0.5279723729649729,1.2179496752034644,3233.0,7.151562016702753,-0.06875626129912601,0.09142936103082575,0.7322093194598269,0.12717627856365615,131471.0,1.0828699865369549
Babylon Town,NY,2022,Aaa,2017-12-31,39935,1068.0,40238,30457.0,53153,58214.0,54334.0,244492.0,244492.0,25186.0,16665.0,16845.0,0.0,154628.0,128205.0,4471.0,-32578.0,100098.0,14657.0,171020.0,175406.0,-4386.0,-1128.0,23233.0,1501.0,211121,175922.0,12,0.5231902978664926,1.0195302527444472,26353.0,-0.042803475885098474,0.025646123260437376,0.08570342649982458,0.7324141132336432,0.14358687844201454,142366.0,0.9005310256662405
Bartlett,TN,2022,Aa1,2020-06-30,26179,144.0,26374,15644.0,29734,53607.0,49189.0,1369908.0,1369908.0,10795.0,5965.0,8108.0,0.0,89410.0,279367.0,14235.0,-31185.0,262417.0,57546.0,162046.0,174884.0,-12838.0,-3709.0,132961.0,6688.0,59437,183655.0,11,0.2918275598336038,0.9980556614563477,281595.0,-0.013171398639890622,0.07922441775792059,0.3551213852856596,1.5042818446422261,0.061726630223462406,268541.0,1.040314141974596
Bartlett,TN,2022,Aa1,2016-06-30,25472,311.0,20332,27562.0,28864,46531.0,41966.0,1148105.0,1148105.0,6164.0,3477.0,4865.0,0.0,36215.0,263278.0,1500.0,6567.0,271345.0,48288.0,141417.0,140810.0,607.0,3714.0,97191.0,6717.0,58702,148670.0,11,0.5923362919344093,1.2722641226711953,262417.0,0.014153046487079724,-0.004292270377677366,0.34145824052270946,0.6169295765050594,0.043775300049712376,279367.0,0.9424090891193305
Bartlett,TN,2022,Aa1,2021-06-30,30909,142.0,31088,19666.0,34338,61198.0,49188.0,1365341.0,1365341.0,11336.0,6230.0,8385.0,0.0,91345.0,288442.0,16765.0,-30850.0,274357.0,67798.0,176771.0,175195.0,1576.0,9811.0,138187.0,2430.0,57786,185118.0,11,0.32135037092715446,0.9988043689006657,271345.0,0.03615692199966832,-0.008915489531653947,0.38353576095626546,1.5807462015020939,0.06470504295213904,263278.0,1.0955795774808377
Bartlett,TN,2022,Aa1,2015-06-30,25304,325.0,20133,26497.0,28661,45438.0,40967.0,1143588.0,1143588.0,4802.0,3314.0,4095.0,0.0,32143.0,265573.0,6800.0,-5472.0,266901.0,44119.0,133724.0,128017.0,5707.0,6312.0,88653.0,617.0,58380,135712.0,11,0.5831462652405476,1.2774636510500808,274357.0,0.023006520701130278,-0.04267745505668392,0.3299258173551494,0.5505823912298733,0.03751064311771093,288442.0,0.9207154297917779
Bartlett,TN,2022,Aa1,2018-06-30,26073,834.0,26842,17204.0,29382,53951.0,46419.0,1312583.0,1312583.0,7964.0,5515.0,8647.0,0.0,87065.0,250601.0,3551.0,12564.0,266716.0,54494.0,158709.0,154092.0,4617.0,8920.0,110056.0,5488.0,59152,162868.0,11,0.31888194843469075,1.0024992310058443,266901.0,0.033420631619963954,-0.029090977827344384,0.34335796961735,1.4718859886394373,0.051683409910962284,265573.0,0.9436237870566662
Bartlett,TN,2022,Aa1,2019-06-30,27019,442.0,26971,17630.0,29968,55041.0,47979.0,1331625.0,1331625.0,12035.0,5518.0,7647.0,0.0,85805.0,246675.0,6794.0,12658.0,266127.0,56981.0,163101.0,167396.0,-4295.0,-589.0,126540.0,6239.0,59465,176225.0,11,0.32030668047455535,1.0184703531983867,266716.0,-0.002208341456830486,0.02633337625152513,0.3493602123837377,1.4429496342386277,0.0718953857917752,250601.0,0.984333661876848
Bloomington,IL,2022,Aa2,2016-04-30,12531,45.0,26258,13307.0,21879,94251.0,80698.0,1795475.0,1795475.0,11174.0,5045.0,6762.0,0.0,61798.0,123410.0,25725.0,-130944.0,18191.0,4122.0,112701.0,106003.0,6698.0,6588.0,407852.0,14749.0,78410,140555.0,10,0.14118683090895587,0.4780452447258994,17858.0,0.36891029230596933,-0.05943159333102634,0.036574653286128786,0.7881392679505165,0.10541211097799119,124189.0,0.9937273027401783
Bloomington,IL,2022,Aa2,2021-04-30,27619,98.0,27720,27684.0,36098,104519.0,93078.0,1886247.0,1886247.0,8228.0,4414.0,6526.0,0.0,42062.0,123098.0,33609.0,-124570.0,32137.0,11138.0,126731.0,108043.0,18688.0,20246.0,509260.0,8029.0,78680,142562.0,10,0.2648705020139879,0.9998913909202809,18191.0,1.1129679511846517,-0.14746194695851844,0.08788694163227624,0.5345958312150483,0.07615486426700481,123410.0,0.9974718418280528
Bloomington,IL,2022,Aa2,2018-04-30,16435,240.0,24627,19226.0,29656,101831.0,89799.0,1851659.0,1851659.0,15959.0,4905.0,6617.0,0.0,53136.0,126320.0,24831.0,-132889.0,18262.0,3876.0,118313.0,118966.0,-653.0,404.0,440147.0,18022.0,78102,155480.0,10,0.1888030167630682,0.6739246319760528,32137.0,0.012571179637178331,0.005519258238739614,0.03276055885659226,0.6803410924176078,0.13414757157507187,123098.0,1.0261742676566639
Bloomington,IL,2022,Aa2,2020-04-30,25636,119.0,24981,24913.0,34129,104668.0,93796.0,1872345.0,1872345.0,7806.0,4367.0,6408.0,0.0,46060.0,122944.0,27519.0,-138573.0,11890.0,4668.0,121105.0,126423.0,-5318.0,-3246.0,494331.0,21950.0,77174,162720.0,10,0.238019260901135,1.0311318477998552,18262.0,-0.1777461395246961,0.04391230750175468,0.03854506420048718,0.5968331303288672,0.06174509385159346,126320.0,0.973274224192527
Bloomington,IL,2022,Aa2,2019-04-30,18717,54.0,25816,22090.0,31802,101793.0,91243.0,1862770.0,1862770.0,16183.0,3963.0,6012.0,0.0,49949.0,123774.0,25020.0,-133657.0,15137.0,3858.0,119718.0,119962.0,-244.0,1232.0,464689.0,16690.0,77742,156773.0,10,0.21700902812570608,0.7265352068938747,11890.0,0.10361648444070648,0.0020381229222005046,0.0322257304665965,0.6424969771809318,0.13490105199979993,122944.0,1.0067510411244143
Bloomington,MN,2022,Aaa,2015-12-31,27866,669.0,2950,26701.0,27960,63674.0,62360.0,125955.0,137911.0,9592.0,7738.0,7738.0,0.0,53307.0,300118.0,68599.0,69233.0,437950.0,7103.0,86925.0,83121.0,3804.0,21176.0,132836.0,1877.0,85230,119571.0,12,0.41933913371234727,12.21657167908812,15137.0,1.398956200039638,-0.0437618636755824,0.08171412136899626,0.6254487856388595,0.11539803419111896,123774.0,2.424725709761339
Bloomington,MN,2022,Aaa,2017-12-31,30976,518.0,5054,29144.0,30943,68413.0,68637.0,148569.0,162706.0,10697.0,13215.0,13215.0,0.0,51333.0,332133.0,69745.0,77769.0,479647.0,7406.0,93518.0,90199.0,3319.0,28100.0,145849.0,-2077.0,85640,133567.0,12,0.426000906260506,6.828924162257495,437950.0,0.06416257563648818,-0.035490493808678546,0.07919331037875062,0.5994044838860345,0.11859333252031619,300118.0,1.106674707948207
Bloomington,MN,2022,Aaa,2018-12-31,34029,414.0,4887,32600.0,34669,72381.0,71210.0,157541.0,171835.0,9223.0,7900.0,7900.0,0.0,51123.0,352048.0,86445.0,69706.0,508199.0,6016.0,96736.0,94440.0,2296.0,28552.0,152648.0,404.0,85535,138125.0,12,0.45039444052997335,7.607645875251509,479647.0,0.05952711056255955,-0.02373470062851472,0.062189877605028115,0.5976851581224061,0.0976598898771707,332133.0,1.0599609192702923
Bloomington,MN,2022,Aaa,2020-12-31,42962,515.0,9171,37780.0,39064,71429.0,74594.0,175990.0,191500.0,9181.0,8295.0,8295.0,0.0,57552.0,376334.0,91917.0,75722.0,543973.0,8740.0,99998.0,89880.0,10118.0,21565.0,167870.0,-7724.0,89987,135716.0,12,0.528916826499041,4.96326247689464,508199.0,0.04243416456939112,-0.10118202364047281,0.0874017480349607,0.6395590474179603,0.10214730752113929,352048.0,1.0689849111484797
Bloomington,MN,2022,Aaa,2019-12-31,37498,513.0,6708,34687.0,36539,76182.0,75257.0,166150.0,180581.0,8770.0,8095.0,8095.0,0.0,56935.0,365680.0,84258.0,72470.0,522408.0,6853.0,102098.0,101635.0,463.0,14209.0,163327.0,1728.0,84936,147287.0,12,0.4553175290751096,6.052945924132365,543973.0,0.02612078172997557,-0.00453485866520402,0.06712178495171306,0.6703282471507959,0.08628917203719191,376334.0,0.9716900412931067
Bloomington,MN,2022,Aaa,2016-12-31,28780,515.0,3122,27626.0,28810,66230.0,67242.0,141424.0,153929.0,8655.0,9795.0,9795.0,0.0,57644.0,310751.0,73405.0,67390.0,451546.0,7838.0,89612.0,102960.0,-13348.0,13597.0,139574.0,1598.0,85508,143679.0,12,0.41712215008304393,11.039509014192559,522408.0,0.026027549348402016,0.14895326518769808,0.08746596437977057,0.6741357533798007,0.08406177156177157,365680.0,0.8497894333843797
